State,Year,Dayweek,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,Age Group,Time of day
WA,2016,Thursday,Single,No,No,No,110,Driver,Male,26,Outer Regional Australia,26_to_39,Night
NSW,2016,Wednesday,Multiple,No,No,No,100,Passenger,Male,74,Outer Regional Australia,65_to_74,Day
NSW,2016,Wednesday,Multiple,No,No,No,100,Driver,Male,76,Outer Regional Australia,75_or_older,Day
NSW,2016,Tuesday,Multiple,No,No,Yes,100,Driver,Male,41,Outer Regional Australia,40_to_64,Day
NSW,2016,Tuesday,Multiple,No,No,Yes,100,Driver,Male,58,Outer Regional Australia,40_to_64,Day
NSW,2016,Tuesday,Pedestrian,No,No,No,50,Pedestrian,Male,89,Major Cities of Australia,75_or_older,Day
WA,2016,Tuesday,Single,No,No,No,110,Driver,Male,19,Inner Regional Australia,17_to_25,Day
SA,2016,Sunday,Single,No,No,No,100,Driver,Male,22,Outer Regional Australia,17_to_25,Night
NSW,2016,Friday,Single,No,No,No,100,Passenger,Male,14,Outer Regional Australia,0_to_16,Night
NSW,2016,Friday,Single,No,No,No,100,Driver,Male,16,Outer Regional Australia,0_to_16,Night
NSW,2016,Friday,Multiple,No,Yes,No,100,Driver,Male,45,Outer Regional Australia,40_to_64,Night
NSW,2016,Friday,Pedestrian,No,No,No,50,Pedestrian,Female,63,Major Cities of Australia,40_to_64,Day
WA,2016,Friday,Single,No,No,No,60,Motorcycle rider,Male,39,Major Cities of Australia,26_to_39,Night
NSW,2016,Thursday,Pedestrian,No,No,No,100,Pedestrian,Male,52,Outer Regional Australia,40_to_64,Day
NSW,2016,Thursday,Multiple,No,No,Yes,100,Driver,Male,47,Inner Regional Australia,40_to_64,Night
WA,2016,Thursday,Single,No,No,No,110,Driver,Male,24,Outer Regional Australia,17_to_25,Day
WA,2016,Thursday,Single,No,No,No,80,Driver,Male,38,Major Cities of Australia,26_to_39,Day
NSW,2016,Wednesday,Single,No,No,No,100,Driver,Male,54,Outer Regional Australia,40_to_64,Day
SA,2016,Tuesday,Multiple,No,No,No,50,Driver,Female,87,Inner Regional Australia,75_or_older,Day
SA,2016,Tuesday,Multiple,No,No,Yes,80,Driver,Male,38,Outer Regional Australia,26_to_39,Night
WA,2016,Monday,Pedestrian,No,No,No,60,Pedestrian,Male,34,Very Remote Australia,26_to_39,Night
NSW,2016,Sunday,Multiple,No,No,No,60,Motorcycle rider,Male,18,Major Cities of Australia,17_to_25,Night
NSW,2016,Saturday,Multiple,No,No,No,60,Driver,Male,59,Major Cities of Australia,40_to_64,Night
NSW,2016,Saturday,Single,No,No,No,100,Driver,Female,28,Inner Regional Australia,26_to_39,Day
NSW,2016,Saturday,Pedestrian,No,No,No,60,Pedestrian,Male,60,Major Cities of Australia,40_to_64,Day
NSW,2016,Friday,Pedestrian,No,No,No,90,Pedestrian,Male,19,Major Cities of Australia,17_to_25,Day
NSW,2016,Thursday,Single,No,No,No,100,Driver,Male,43,Inner Regional Australia,40_to_64,Night
NT,2016,Thursday,Pedestrian,No,No,No,70,Pedestrian,Female,48,Outer Regional Australia,40_to_64,Night
WA,2016,Thursday,Multiple,No,No,No,50,Driver,Female,76,Major Cities of Australia,75_or_older,Day
NSW,2016,Wednesday,Single,No,No,No,50,Pedal cyclist,Male,73,Major Cities of Australia,65_to_74,Night
WA,2016,Wednesday,Single,No,No,No,50,Driver,Female,25,Major Cities of Australia,17_to_25,Night
WA,2016,Tuesday,Multiple,No,No,No,80,Driver,Female,57,Major Cities of Australia,40_to_64,Night
WA,2016,Tuesday,Single,No,No,No,70,Driver,Female,28,Inner Regional Australia,26_to_39,Day
NSW,2016,Monday,Single,No,No,No,50,Driver,Female,17,Major Cities of Australia,17_to_25,Night
Tas,2016,Monday,Multiple,No,No,No,60,Driver,Male,79,Very Remote Australia,75_or_older,Day
NSW,2016,Sunday,Multiple,No,No,No,50,Driver,Male,62,Major Cities of Australia,40_to_64,Day
NT,2016,Sunday,Single,No,No,No,80,Motorcycle rider,Male,29,Outer Regional Australia,26_to_39,Day
ACT,2016,Saturday,Pedestrian,No,No,No,50,Pedestrian,Female,44,Major Cities of Australia,40_to_64,Day
WA,2016,Saturday,Multiple,No,No,No,80,Motorcycle rider,Male,42,Major Cities of Australia,40_to_64,Day
NSW,2016,Friday,Pedestrian,No,No,No,100,Pedestrian,Male,32,Inner Regional Australia,26_to_39,Night
NSW,2016,Friday,Pedestrian,No,No,No,50,Pedestrian,Male,96,Major Cities of Australia,75_or_older,Day
NT,2016,Friday,Multiple,No,No,No,60,Driver,Male,34,Remote Australia,26_to_39,Night
NT,2016,Friday,Multiple,No,No,No,60,Passenger,Female,34,Remote Australia,26_to_39,Night
NSW,2016,Thursday,Pedestrian,No,No,No,50,Pedestrian,Male,71,Inner Regional Australia,65_to_74,Night
SA,2016,Wednesday,Multiple,No,No,No,50,Passenger,Female,82,Outer Regional Australia,75_or_older,Day
NSW,2016,Tuesday,Multiple,No,No,No,50,Driver,Female,63,Major Cities of Australia,40_to_64,Day
SA,2016,Monday,Multiple,No,No,Yes,100,Passenger,Male,26,Outer Regional Australia,26_to_39,Night
NSW,2016,Sunday,Single,No,No,No,80,Driver,Female,33,Inner Regional Australia,26_to_39,Night
NSW,2016,Sunday,Multiple,No,No,No,80,Driver,Male,48,Outer Regional Australia,40_to_64,Night
NSW,2016,Sunday,Single,No,No,No,110,Driver,Male,24,Inner Regional Australia,17_to_25,Day
NSW,2016,Saturday,Single,No,No,No,90,Driver,Male,23,Inner Regional Australia,17_to_25,Night
NSW,2016,Saturday,Pedestrian,No,No,No,60,Pedestrian,Female,39,Major Cities of Australia,26_to_39,Night
NSW,2016,Saturday,Single,No,No,No,100,Driver,Male,27,Inner Regional Australia,26_to_39,Night
NSW,2016,Saturday,Multiple,No,No,No,80,Motorcycle rider,Male,36,Inner Regional Australia,26_to_39,Day
NSW,2016,Friday,Pedestrian,No,Yes,No,60,Pedestrian,Female,60,Major Cities of Australia,40_to_64,Day
WA,2016,Friday,Single,No,No,No,100,Driver,Male,18,Inner Regional Australia,17_to_25,Night
WA,2016,Wednesday,Multiple,No,No,No,110,Driver,Male,38,Outer Regional Australia,26_to_39,Night
WA,2016,Wednesday,Multiple,No,No,No,110,Driver,Female,32,Outer Regional Australia,26_to_39,Night
NSW,2016,Tuesday,Multiple,No,No,No,100,Motorcycle rider,Male,51,Inner Regional Australia,40_to_64,Night
NSW,2016,Monday,Multiple,No,Yes,No,80,Passenger,Female,67,Major Cities of Australia,65_to_74,Night
NSW,2016,Monday,Single,No,No,No,80,Driver,Male,49,Inner Regional Australia,40_to_64,Day
NSW,2016,Monday,Single,No,No,No,110,Passenger,Female,90,Remote Australia,75_or_older,Day
NSW,2016,Sunday,Multiple,No,No,No,90,Motorcycle rider,Male,60,Inner Regional Australia,40_to_64,Day
NT,2016,Sunday,Single,No,No,No,110,Passenger,Male,7,Very Remote Australia,0_to_16,Day
SA,2016,Sunday,Single,No,No,No,50,Passenger,Female,92,Major Cities of Australia,75_or_older,Day
NSW,2016,Saturday,Multiple,No,No,No,80,Driver,Female,89,Major Cities of Australia,75_or_older,Night
NSW,2016,Friday,Single,No,No,No,100,Passenger,Male,16,Inner Regional Australia,0_to_16,Night
NSW,2016,Friday,Single,No,No,No,100,Passenger,Male,68,Inner Regional Australia,65_to_74,Night
NSW,2016,Friday,Multiple,No,Yes,No,70,Motorcycle rider,Male,49,Major Cities of Australia,40_to_64,Day
NSW,2016,Friday,Single,No,No,No,50,Driver,Male,76,Major Cities of Australia,75_or_older,Night
WA,2016,Friday,Pedestrian,No,No,No,60,Pedestrian,Male,80,Major Cities of Australia,75_or_older,Day
NSW,2016,Thursday,Pedestrian,No,No,No,50,Pedestrian,Male,40,Major Cities of Australia,40_to_64,Night
NSW,2016,Thursday,Multiple,No,No,No,100,Driver,Male,52,Inner Regional Australia,40_to_64,Day
SA,2016,Thursday,Single,No,No,Yes,110,Driver,Male,39,Remote Australia,26_to_39,Day
Tas,2016,Thursday,Single,No,No,No,100,Driver,Male,39,Outer Regional Australia,26_to_39,Night
WA,2016,Thursday,Multiple,No,Yes,No,110,Passenger,Male,35,Very Remote Australia,26_to_39,Day
SA,2016,Wednesday,Single,No,No,No,50,Pedal cyclist,Male,93,Inner Regional Australia,75_or_older,Day
NSW,2016,Tuesday,Multiple,No,Yes,No,90,Driver,Male,30,Major Cities of Australia,26_to_39,Day
NSW,2016,Tuesday,Pedestrian,No,No,No,80,Pedestrian,Male,75,Major Cities of Australia,75_or_older,Day
SA,2016,Monday,Single,No,No,No,110,Driver,Male,28,Outer Regional Australia,26_to_39,Night
NSW,2016,Sunday,Multiple,No,No,No,100,Motorcycle rider,Male,53,Outer Regional Australia,40_to_64,Day
WA,2016,Sunday,Multiple,No,No,No,70,Motorcycle rider,Female,53,Inner Regional Australia,40_to_64,Day
WA,2016,Sunday,Single,No,No,No,50,Driver,Male,45,Remote Australia,40_to_64,Night
WA,2016,Saturday,Single,No,No,No,110,Driver,Male,70,Remote Australia,65_to_74,Day
NSW,2016,Thursday,Single,No,No,No,110,Passenger,Male,1,Very Remote Australia,0_to_16,Day
WA,2016,Thursday,Multiple,No,No,No,110,Driver,Male,38,Inner Regional Australia,26_to_39,Night
ACT,2016,Wednesday,Multiple,No,No,No,40,Driver,Female,93,Major Cities of Australia,75_or_older,Day
NSW,2016,Wednesday,Multiple,No,Yes,No,80,Motorcycle rider,Male,46,Major Cities of Australia,40_to_64,Day
SA,2016,Monday,Multiple,No,Yes,No,70,Passenger,Male,83,Major Cities of Australia,75_or_older,Day
NSW,2016,Saturday,Single,No,No,No,100,Driver,Male,22,Outer Regional Australia,17_to_25,Night
NT,2016,Saturday,Single,No,No,No,60,Motorcycle rider,Male,43,Outer Regional Australia,40_to_64,Night
NSW,2016,Friday,Single,No,No,No,100,Driver,Male,44,Outer Regional Australia,40_to_64,Night
Tas,2016,Friday,Multiple,No,No,No,80,Driver,Male,29,Inner Regional Australia,26_to_39,Night
NSW,2016,Thursday,Single,No,No,No,100,Driver,Male,23,Remote Australia,17_to_25,Night
NSW,2016,Thursday,Multiple,Yes,No,No,60,Driver,Male,33,Major Cities of Australia,26_to_39,Day
Tas,2016,Thursday,Single,No,No,No,100,Motorcycle rider,Male,17,Outer Regional Australia,17_to_25,Day
NSW,2016,Tuesday,Multiple,No,No,No,40,Pedal cyclist,Male,79,Major Cities of Australia,75_or_older,Night
NSW,2016,Tuesday,Pedestrian,No,No,No,50,Pedestrian,Male,2,Major Cities of Australia,0_to_16,Day
NSW,2016,Tuesday,Pedestrian,No,No,No,60,Pedestrian,Female,15,Major Cities of Australia,0_to_16,Day
NSW,2016,Tuesday,Pedestrian,No,No,No,40,Pedestrian,Male,81,Major Cities of Australia,75_or_older,Day
NSW,2016,Tuesday,Single,No,No,No,50,Driver,Female,19,Major Cities of Australia,17_to_25,Night
NSW,2016,Monday,Single,No,No,No,100,Driver,Male,53,Inner Regional Australia,40_to_64,Night
Tas,2016,Monday,Single,No,No,No,80,Driver,Male,46,Inner Regional Australia,40_to_64,Night
NSW,2016,Sunday,Single,No,No,No,60,Driver,Male,47,Major Cities of Australia,40_to_64,Night
NSW,2016,Sunday,Single,No,No,No,100,Driver,Male,77,Outer Regional Australia,75_or_older,Day
NSW,2016,Saturday,Single,No,No,No,80,Driver,Female,17,Inner Regional Australia,17_to_25,Night
NSW,2016,Saturday,Pedestrian,No,No,No,50,Pedestrian,Female,43,Major Cities of Australia,40_to_64,Night
NSW,2016,Saturday,Single,No,No,No,110,Driver,Male,21,Outer Regional Australia,17_to_25,Day
NSW,2016,Saturday,Single,No,No,No,110,Passenger,Male,17,Outer Regional Australia,17_to_25,Day
NSW,2016,Saturday,Single,No,No,No,110,Passenger,Male,23,Outer Regional Australia,17_to_25,Day
SA,2016,Friday,Single,No,No,No,50,Driver,Female,39,Major Cities of Australia,26_to_39,Night
NSW,2016,Thursday,Single,No,Yes,No,60,Driver,Male,27,Outer Regional Australia,26_to_39,Night
Tas,2016,Thursday,Multiple,No,No,Yes,100,Driver,Female,36,Outer Regional Australia,26_to_39,Day
Tas,2016,Thursday,Multiple,No,No,Yes,100,Passenger,Female,60,Outer Regional Australia,40_to_64,Day
Tas,2016,Thursday,Multiple,No,No,No,90,Driver,Male,71,Inner Regional Australia,65_to_74,Day
NT,2016,Wednesday,Pedestrian,No,No,No,100,Pedestrian,Male,33,Outer Regional Australia,26_to_39,Day
WA,2016,Wednesday,Multiple,No,No,No,110,Driver,Male,35,Inner Regional Australia,26_to_39,Day
NSW,2016,Tuesday,Single,No,No,No,110,Driver,Male,45,Outer Regional Australia,40_to_64,Day
SA,2016,Tuesday,Single,No,No,Yes,100,Driver,Male,24,Outer Regional Australia,17_to_25,Day
NSW,2016,Monday,Multiple,No,No,No,100,Driver,Male,23,Inner Regional Australia,17_to_25,Day
NSW,2016,Sunday,Single,No,No,No,80,Passenger,Male,13,Inner Regional Australia,0_to_16,Day
NSW,2016,Sunday,Single,No,No,No,80,Driver,Male,26,Major Cities of Australia,26_to_39,Day
NSW,2016,Sunday,Pedestrian,No,No,No,60,Pedestrian,Male,62,Inner Regional Australia,40_to_64,Day
SA,2016,Sunday,Multiple,No,Yes,No,110,Passenger,Female,5,Outer Regional Australia,0_to_16,Day
SA,2016,Sunday,Multiple,No,Yes,No,110,Passenger,Female,10,Outer Regional Australia,0_to_16,Day
SA,2016,Sunday,Multiple,No,Yes,No,110,Driver,Female,69,Outer Regional Australia,65_to_74,Day
SA,2016,Sunday,Multiple,No,Yes,No,110,Passenger,Male,70,Outer Regional Australia,65_to_74,Day
WA,2016,Sunday,Single,No,No,No,110,Passenger,Male,10,Very Remote Australia,0_to_16,Day
WA,2016,Sunday,Multiple,No,No,No,50,Driver,Male,19,Outer Regional Australia,17_to_25,Day
WA,2016,Sunday,Multiple,No,No,No,50,Passenger,Male,19,Outer Regional Australia,17_to_25,Day
NSW,2016,Friday,Single,No,No,No,100,Driver,Male,30,Outer Regional Australia,26_to_39,Night
NSW,2016,Friday,Multiple,No,Yes,No,70,Motorcycle rider,Male,22,Major Cities of Australia,17_to_25,Day
NSW,2016,Friday,Single,No,No,No,100,Driver,Male,22,Inner Regional Australia,17_to_25,Day
WA,2016,Friday,Multiple,No,No,No,110,Driver,Female,33,Outer Regional Australia,26_to_39,Day
NT,2016,Thursday,Multiple,No,No,No,80,Driver,Male,68,Outer Regional Australia,65_to_74,Night
NSW,2016,Wednesday,Single,No,No,No,100,Motorcycle rider,Male,46,Outer Regional Australia,40_to_64,Day
NSW,2016,Wednesday,Single,No,No,No,100,Driver,Male,49,Outer Regional Australia,40_to_64,Day
SA,2016,Wednesday,Single,No,No,No,110,Driver,Female,47,Very Remote Australia,40_to_64,Night
NSW,2016,Tuesday,Multiple,No,No,Yes,110,Driver,Female,18,Remote Australia,17_to_25,Day
NSW,2016,Tuesday,Multiple,No,No,Yes,100,Driver,Female,54,Major Cities of Australia,40_to_64,Day
NT,2016,Tuesday,Single,No,No,No,110,Passenger,Female,32,Very Remote Australia,26_to_39,Day
SA,2016,Tuesday,Multiple,No,No,No,80,Passenger,Male,75,Inner Regional Australia,75_or_older,Day
SA,2016,Tuesday,Single,No,No,No,80,Driver,Female,82,Outer Regional Australia,75_or_older,Day
NSW,2016,Monday,Multiple,No,No,No,100,Driver,Male,32,Inner Regional Australia,26_to_39,Day
NSW,2016,Monday,Multiple,No,No,No,100,Driver,Male,76,Inner Regional Australia,75_or_older,Day
NSW,2016,Monday,Pedestrian,No,No,No,60,Pedestrian,Female,82,Major Cities of Australia,75_or_older,Day
NSW,2016,Saturday,Single,No,No,No,60,Motorcycle rider,Male,20,Inner Regional Australia,17_to_25,Night
NSW,2016,Saturday,Multiple,No,No,Yes,100,Driver,Male,47,Outer Regional Australia,40_to_64,Day
NSW,2016,Saturday,Multiple,No,No,No,100,Driver,Male,71,Major Cities of Australia,65_to_74,Night
WA,2016,Friday,Pedestrian,No,No,No,50,Pedestrian,Male,1,Major Cities of Australia,0_to_16,Day
NSW,2016,Thursday,Pedestrian,No,No,No,50,Pedestrian,Male,1,Major Cities of Australia,0_to_16,Day
Tas,2016,Thursday,Single,No,No,Yes,80,Driver,Male,51,Inner Regional Australia,40_to_64,Day
NSW,2016,Tuesday,Multiple,No,No,Yes,110,Driver,Female,49,Inner Regional Australia,40_to_64,Day
NSW,2016,Tuesday,Multiple,No,No,Yes,110,Passenger,Female,80,Inner Regional Australia,75_or_older,Day
SA,2016,Monday,Multiple,No,No,No,100,Driver,Female,23,Major Cities of Australia,17_to_25,Night
WA,2016,Monday,Multiple,Yes,No,No,60,Motorcycle rider,Male,45,Major Cities of Australia,40_to_64,Night
NSW,2016,Sunday,Single,No,No,No,100,Motorcycle rider,Male,48,Inner Regional Australia,40_to_64,Day
NSW,2016,Sunday,Single,No,No,No,100,Motorcycle rider,Male,51,Inner Regional Australia,40_to_64,Day
NSW,2016,Sunday,Single,Yes,No,No,50,Passenger,Female,93,Major Cities of Australia,75_or_older,Day
NSW,2016,Saturday,Single,No,No,No,80,Driver,Female,69,Inner Regional Australia,65_to_74,Day
NSW,2016,Friday,Pedestrian,No,No,No,70,Pedestrian,Male,20,Major Cities of Australia,17_to_25,Night
NSW,2016,Wednesday,Multiple,No,No,No,100,Driver,Female,69,Inner Regional Australia,65_to_74,Day
NSW,2016,Tuesday,Single,No,No,No,80,Passenger,Female,84,Major Cities of Australia,75_or_older,Day
NSW,2016,Tuesday,Single,No,No,No,80,Driver,Male,82,Major Cities of Australia,75_or_older,Day
WA,2016,Tuesday,Multiple,No,No,No,60,Pedal cyclist,Male,43,Major Cities of Australia,40_to_64,Day
NSW,2016,Monday,Multiple,No,No,No,100,Driver,Female,44,Outer Regional Australia,40_to_64,Day
SA,2016,Monday,Multiple,No,No,No,80,Driver,Female,76,Inner Regional Australia,75_or_older,Day
WA,2016,Monday,Single,No,No,No,80,Motorcycle rider,Male,33,Inner Regional Australia,26_to_39,Day
NT,2016,Saturday,Single,No,No,No,130,Driver,Male,37,Remote Australia,26_to_39,Night
WA,2016,Friday,Multiple,No,Yes,No,110,Driver,Male,46,Inner Regional Australia,40_to_64,Day
NSW,2016,Thursday,Multiple,No,No,Yes,100,Driver,Male,27,Outer Regional Australia,26_to_39,Night
WA,2016,Thursday,Single,No,No,No,60,Motorcycle rider,Male,36,Major Cities of Australia,26_to_39,Day
WA,2016,Wednesday,Multiple,No,No,Yes,110,Driver,Female,24,Very Remote Australia,17_to_25,Night
NSW,2016,Tuesday,Multiple,No,Yes,No,50,Driver,Male,88,Inner Regional Australia,75_or_older,Day
NSW,2016,Monday,Multiple,No,Yes,No,80,Driver,Female,25,Major Cities of Australia,17_to_25,Day
NSW,2016,Monday,Multiple,No,Yes,No,110,Driver,Male,26,Inner Regional Australia,26_to_39,Day
WA,2016,Monday,Multiple,Yes,No,No,110,Driver,Male,70,Outer Regional Australia,65_to_74,Day
NSW,2016,Sunday,Multiple,No,No,No,100,Driver,Male,38,Inner Regional Australia,26_to_39,Night
NSW,2016,Sunday,Single,No,No,No,70,Driver,Male,76,Major Cities of Australia,75_or_older,Night
Tas,2016,Sunday,Multiple,No,No,No,50,Driver,Male,77,Inner Regional Australia,75_or_older,Day
NSW,2016,Saturday,Single,No,No,No,100,Driver,Male,17,Major Cities of Australia,17_to_25,Night
WA,2016,Saturday,Single,No,No,No,110,Motorcycle rider,Male,48,Very Remote Australia,40_to_64,Day
NSW,2016,Friday,Single,No,No,No,100,Driver,Female,49,Outer Regional Australia,40_to_64,Day
NT,2016,Friday,Single,No,No,No,110,Driver,Male,30,Very Remote Australia,26_to_39,Night
NSW,2016,Thursday,Multiple,No,No,Yes,100,Driver,Male,37,Inner Regional Australia,26_to_39,Day
NT,2016,Wednesday,Multiple,No,No,Yes,130,Motorcycle rider,Male,27,Remote Australia,26_to_39,Day
NSW,2016,Tuesday,Multiple,No,No,Yes,80,Driver,Male,19,Outer Regional Australia,17_to_25,Night
NSW,2016,Tuesday,Multiple,Yes,No,No,60,Driver,Male,20,Major Cities of Australia,17_to_25,Day
SA,2016,Tuesday,Multiple,No,No,Yes,100,Pedal cyclist,Male,61,Outer Regional Australia,40_to_64,Day
WA,2016,Tuesday,Single,No,No,No,110,Driver,Male,48,Very Remote Australia,40_to_64,Night
NSW,2016,Sunday,Multiple,No,No,No,110,Motorcycle rider,Male,18,Inner Regional Australia,17_to_25,Day
NSW,2016,Sunday,Multiple,No,No,No,100,Driver,Male,82,Inner Regional Australia,75_or_older,Day
NSW,2016,Saturday,Multiple,No,Yes,No,80,Driver,Female,22,Inner Regional Australia,17_to_25,Day
SA,2016,Saturday,Single,No,No,No,50,Motorcycle rider,Male,31,Inner Regional Australia,26_to_39,Day
SA,2016,Saturday,Multiple,No,No,No,90,Passenger,Male,41,Major Cities of Australia,40_to_64,Day
Tas,2016,Saturday,Single,No,No,No,100,Motorcycle rider,Male,24,Outer Regional Australia,17_to_25,Day
WA,2016,Saturday,Single,No,No,No,110,Motorcycle rider,Male,29,Inner Regional Australia,26_to_39,Day
NSW,2016,Friday,Multiple,No,Yes,No,100,Driver,Male,32,Inner Regional Australia,26_to_39,Day
NSW,2016,Friday,Multiple,No,No,No,60,Motorcycle rider,Male,59,Outer Regional Australia,40_to_64,Day
NSW,2016,Friday,Pedestrian,No,No,No,60,Pedestrian,Female,65,Major Cities of Australia,65_to_74,Day
NSW,2016,Thursday,Single,No,No,No,100,Driver,Male,87,Outer Regional Australia,75_or_older,Day
Tas,2016,Thursday,Single,No,No,No,100,Passenger,Female,26,Outer Regional Australia,26_to_39,Night
NSW,2016,Wednesday,Multiple,No,Yes,No,50,Driver,Male,34,Major Cities of Australia,26_to_39,Night
NSW,2016,Wednesday,Multiple,No,No,No,60,Driver,Male,58,Major Cities of Australia,40_to_64,Night
NSW,2016,Tuesday,Multiple,No,Yes,No,90,Driver,Male,55,Major Cities of Australia,40_to_64,Day
NSW,2016,Tuesday,Single,No,No,No,50,Driver,Female,84,Inner Regional Australia,75_or_older,Day
WA,2016,Tuesday,Multiple,No,No,Yes,110,Driver,Male,64,Outer Regional Australia,40_to_64,Day
NSW,2016,Monday,Multiple,No,Yes,No,80,Driver,Male,46,Outer Regional Australia,40_to_64,Day
WA,2016,Monday,Single,No,No,No,60,Driver,Male,30,Remote Australia,26_to_39,Day
Tas,2016,Sunday,Single,No,No,No,110,Motorcycle rider,Female,57,Inner Regional Australia,40_to_64,Day
